City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
528,Manggar,ID,27.69,-2.8833,108.2667,Guest Hotel
529,Dingle,PH,25.820000000000054,10.9995,122.6711,SEGAYA PROPERTY
532,Ābyek,IR,20.78000000000003,36.0667,50.55,kaspian sanat navrd sina(لوله مبلی سینا)
533,Estevan,CA,24.19,49.1334,-102.9842,"Motel 6 Estevan, SK"
535,São Filipe,CV,23.68000000000001,14.8961,-24.4956,Hotel Xaguate
536,Alta Floresta,BR,24.960000000000036,-9.8756,-56.0861,Floresta Amazonica Hotel
537,Eten,PE,21.140000000000047,-6.9081,-79.8642,Hospedaje Sol Radiante
539,Hūn,LY,26.900000000000034,29.1268,15.9477,Alrwasi Hotel
543,Yurimaguas,PE,24.230000000000015,-5.9,-76.0833,Rio Huallaga Hotel & Business Center
547,Samaná,DO,25.980000000000015,19.2056,-69.3369,The Bannister - Hotel & Yacht Club
548,Ponte Nova,BR,20.129999999999995,-20.4164,-42.9086,Hotel Beira Rio
549,Luanda,AO,25.0,-8.8368,13.2343,LANDU MARINEZA LUFUANDU TONI
550,Inongo,CD,20.400000000000034,-1.95,18.2667,Hotel Du Lac
552,Guarapari,BR,22.94,-20.6667,-40.4975,Hotel Porto do Sol
554,Kloulklubed,PW,26.960000000000036,7.0419,134.2556,Storyboard Beach Resort
556,Basco,PH,28.830000000000037,20.4487,121.9702,Nathaniel's Lodge
562,Dalbandin,PK,29.030000000000033,28.8947,64.4101,Sanjrani House
570,Erzin,TR,21.670000000000016,36.9559,36.2,Artemis Otel
571,Quirinópolis,BR,22.68000000000001,-18.4483,-50.4517,Rota Hotéis - Quirinópolis GO
572,Medicine Hat,CA,20.240000000000013,50.0501,-110.6683,Sun Dek Motel
574,Myitkyina,MM,23.129999999999995,25.3833,97.4,Shwe Phyu Hotel
575,Conceição do Araguaia,BR,29.070000000000054,-8.2578,-49.2647,Tarumã Tropical Hotel
578,Harper,LR,25.590000000000032,4.375,-7.7169,Screensaver
579,Mana,GF,24.52000000000004,5.6592,-53.7767,LE SAMANA
581,Dakar,SN,24.49000000000001,14.6937,-17.4441,Redface Studios Meublés
584,Kavaratti,IN,27.820000000000054,10.5669,72.642,Hotels in Lakshadweep Islands
590,Weyburn,CA,23.120000000000005,49.6668,-103.8511,Perfect Inns & Suites
591,Tabou,CI,25.850000000000023,4.423,-7.3528,hotêl doufoulougou
592,Chongqing,CN,25.18000000000001,29.5628,106.5528,Hilton Chongqing
595,Vila Velha,BR,22.970000000000034,-20.3297,-40.2925,Quality Suites Vila Velha
600,Corinth,GR,23.75,37.9407,22.9573,Ephira Hotel
603,Alanje,PA,28.170000000000016,8.4,-82.55,Casa
606,Sítio Novo do Tocantins,BR,26.02000000000004,-5.5183,-47.4611,Imperial Hotel
608,Bull Savanna,JM,26.86000000000001,17.8868,-77.5902,Big Red's
609,Chapais,CA,24.879999999999995,49.7834,-74.8492,Hôtel Opémiska
610,Piaçabuçu,BR,23.74000000000001,-10.4056,-36.4344,Piaçabuçu News
612,Marihatag,PH,24.550000000000008,8.7936,126.2969,Mariner's Place & Resort
614,College,US,20.920000000000016,64.8569,-147.8028,Pike's Waterfront Lodge
615,Tahoua,NE,26.350000000000023,14.8888,5.2692,Bungalows Guesthouse
616,Puerto Madero,MX,29.77000000000004,14.7208,-92.4215,Hotel La Central
620,Saint-Ambroise,CA,25.300000000000008,48.5501,-71.3324,Motel Saint-Ambroise
621,Frontignan,FR,22.080000000000037,43.4485,3.7539999999999996,Domain Selhac: Cottages in Frontignan
624,Marrakesh,MA,27.04000000000002,31.6315,-8.0083,Novotel Marrakech Hivernage
628,Taraz,KZ,22.230000000000015,42.9,71.3667,Comfort Inn
634,Ambunti,PG,25.030000000000033,-4.2365,142.8448,Ambunti Lodge
635,Estelle,US,27.77000000000004,29.8458,-90.1067,Ohio
639,Villa Bruzual,VE,22.220000000000027,9.3328,-69.1208,Edificio Guarente
640,Jobabo,CU,26.350000000000023,20.9692,-76.2994,Motel De Aguas Claras
642,San Felipe,VE,22.61000000000001,10.3399,-68.7425,Posada Llovizna Rodríguez
645,Padang,ID,24.220000000000034,-0.9492,100.3543,Mercure Padang
647,Manjeshwar,IN,26.530000000000033,12.7194,74.8861,Shenoy's food Corner
651,Bereket,TM,22.660000000000025,39.2446,55.5154,Railway motel
652,Tecolutla,MX,30.02000000000004,20.4833,-97.0167,Hotel Plaza Marsol
653,Umluj,SA,28.02000000000004,25.0213,37.2685,Moon light Furnished Units
655,Sechura,PE,22.670000000000016,-5.5569,-80.8222,Hospedaje Costa Bella
656,La Santisima Trinidad,BO,24.99000000000001,-14.8333,-64.9,Hotel Piesta
658,Erenhot,CN,21.52000000000004,43.6475,111.9767,Erenhot Rurouni Youth Hostel
659,Bathsheba,BB,27.340000000000032,13.2167,-59.5167,Atlantis Hotel
671,Bandarbeyla,SO,26.04000000000002,9.4942,50.8122,JABIR HOTEL
672,Maumere,ID,25.79000000000002,-8.6199,122.2111,Sylvia Hotel
673,Mbandaka,CD,20.52000000000004,0.0487,18.2603,Guest House Epervier
676,Kot Diji,PK,31.01000000000005,27.3427,68.7083,"Heritage Park, Restaurant & Guesthouse Kotdiji"
678,Zinder,NE,30.420000000000016,13.8072,8.9881,Hotel de Ville
679,Pīpri,IN,26.18000000000001,19.8,75.5333,Sukhana River nilu and rushi home
680,Kisangani,CD,21.129999999999995,0.5167,25.2,Grand Ramela Hotel
683,Senneterre,CA,31.120000000000005,48.3835,-77.2328,Motel Senabi
684,Wanning,CN,26.19,18.8003,110.3967,Paradise Hotel
685,Nurota,UZ,25.050000000000008,40.5614,65.6886,Guest House Ruslan Nurata & Tours
686,Puerto Escondido,MX,29.300000000000008,15.85,-97.0667,Aldea del Bazar Hotel and Spa
688,São João da Barra,BR,23.52000000000004,-21.6403,-41.0511,Pousada Porto De Canoas
689,Cabedelo,BR,23.370000000000005,-6.9811,-34.8339,Hotel Pigalle
690,Kamaishi,JP,20.53000000000003,39.2667,141.8833,Hotel Route Inn Kamaishi
691,Mastic Beach,US,30.02000000000004,40.7668,-72.8521,Brushwood House by Smith Point Beach
693,Tura,IN,22.19,25.5198,90.2201,Hotel RIKMAN Continental
694,Seydi,TM,29.879999999999995,39.4816,62.9137,Seydi oteli
